text,label
"Judge Philip Hickok told a packed courtroom that he weighed all the aggravating factors and mitigating circumstances in the ambush slaying of Los Angeles County Sheriff's Deputy Jerry Ortiz in June 2005 , and he concluded that the case ""absolutely warrants death instead of life without parole . """,1
The service is now back online . According to information from SEACOM the outage was caused by a terrestrial break in the fibre in Egypt on the SMW4 cable system .,0
"And finally, I think that, as has happened in the commercial banking world, we do have stronger resolution procedures that would allow us to intervene in an early stage perhaps and to try to create an orderly process that doesn't create the market externalities at the same time it would avoid moral hazard because the equity holders, the management and subordinate debt holders would all be subjected to losses in that process.",1
Prosecutors showed the tragic footage at the trial of the two youths charged with murdering Horton .,1
"CANBERRA, Australia ( AP ) _ Turning its back on 210 years of loyalty to the British royal family, a constitutional convention voted overwhelmingly Friday to make Australia a republic under its own president.",0
"Hence, we propose that darkness should only promote cooperativeness when the interaction partner also cooperates.",0
Authorities have charged Andrew Lopez and Jonathan Carrasquillo with her murder .,1
"Led by its oat-based Cheerios line, General Mills has gained an estimated 2 % share so far this year, mostly at the expense of Kellogg.",0
"Earlier this year , the author ' s latest novel , The Complaints - his first since retiring Rebus - became a number one bestseller .",0
"Just then a camel caravan of Ishmaelite merchants came passing by , on their way to trade in Egypt .",0
"The Earth was the center of the universe , and the sky was enclosed in a dome .",0
"Four men rammed their car into an upmarket jewellery store in central Paris on Monday , smashing the shop window and making off with a €2 million ( $2 . 6 - million ) booty , a police source said . The police source , who wished to remain anonymous , said the men drove a large four - by - four car into the store in the early hours of the morning and grabbed jewellery and luxury watches worth an estimated €2 million .",0
"We suggest that the concept of 'spending' more on the environment could be extended to include spending more time through voluntary contributions, and thus we pay particular attention to this variable in the empirical section.",0
The consequence of these two evolutionary forces is that in equilibrium strong reciprocators and purely selfish humans coexist.,1
The trip of two mountain goats to was also a subject for discussion .,0
"To better follow the quality , the company manufactures itself the necessary fabrics , starting from the purchase of the yarn .",0
The distance between a blog writer and an audience happens only if the audience never shows up .,0
The largest landslide triggered by the earthquake is located approximately 32 kilometers southeast of Muzafarrabad in a tributary valley of the Jhelum River .,1
"As MWEB also uses PeerApp's caching solution , it may help serve some P2P traffic without accessing the undersea cable .",1
Sixty five million years ago an asteroid caused the extinction of the dinosaurs .,1
He sent the revellers into party mode .,0
"Chairman Bernanke spoke 2 days ago and raised many of these issues and offered ideas for consideration, noting that the financial turmoil since August underscores the need to find ways to make the financial system more resilient and more stable.",0
Calluses are caused by improperly fitting shoes or by a skin abnormality .,1
"These people have journeyed into a mountain that is over 2 , 000 m high .",0
"THE HAGUE, Netherlands ( AP ) _ The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988.",1
"For each sex, two behavioral measures were compared between the PBO group and the two drug groups (OT and AVP): the total number of cooperate choices, and the probability of cooperating in the current round following unreciprocated cooperation in the previous round (pp/CD).",0
A convicted cop killer laughed Tuesday after hearing a jury's ruling that he be put to death . Jose Luis Orozco showed almost no emotion throughout the three - week trial in which he was convicted of the 2005 murder of Los Angeles County Sheriff's Deputy Jerry Ortiz .,1
"That is, their utility function takes the form",0
"The 1919 Treaty of Versailles dealt with Germany , and building on Wilson 's 14th point , brought into being the League of Nations on 28 June 1919 .",1
"As the right front wheel of Senna ' s car hit the wall , the violent impact caused a torsion on the steering column , causing it to break .",1
"Recovery from the global economic crisis triggered by the collapse of Lehman Brothers was achieved with cooperation from Brazil , Russia , India and China .",1
"The Engine incorporated an arithmetic logic unit , control flow in the form of conditional branching and loops , and integrated memory , making it the first design for a general-purpose computer that could be described in modern terms as Turing-complete .",1
He poured all the water he got out from the oven and went tothe boyer .,0
"Lawyer : Lindsay Lohan checks into rehab facility Lindsay Lohan has checked into a rehab facility to comply with her sentence in a misdemeanor driving case , but her arrival there was not without drama .",1
Results show that tax publicity reduces both the number of evaders and the amount of tax evaded.,1
"His ninth novel , The Echo Maker , starts with a siege of sandhill cranes , a one-vehicle highway accident and a mystery .",0
"And as I look at what can be done in terms of the timing the one thing we are not talking about a lot here, but I do believe we don't want to forget, is the fact that a lot of this problem came about as a result of sloppy and lax mortgage origination procedures.",1
"Describing all of the harm caused by the hurricane has filled entire books so this Web page summarizes the total damage and focuses on the damage incurred on Long Island , New York .",1
"Sixteen - year - old Kimani Gray was shot and killed on Saturday night after pointing a gun at two plainclothes officers who approached him , police said .",1
"Cable cuts partially block internet , mobile services in some areas",1
Flight disruption after the attacks in the US delayed him there for three days .,1
"According to the filing, Hewlett - Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement.",1
"The tension in the crowd was broken with a burst of applause after the $5 million mark, and a louder explosion at $6 million.",1
We report a rather unusual case of severe ocular injury caused by the shank of a triplet fish hook .,0
"When the synaptic input to the axon was stimulated before eliciting an action potential in the axon , transmitter release from the axon was enhanced .",0
Well I know quite a few people who get dissatisfaction from laughing at retards .,1
This film documented the first journey of an European orchestra to Iran after 30 years .,0
"Net for the year-earlier nine months also included a gain of $ 9.7 million, or 15 cents a share, in the carrying value of the Conner investment.",0
"Paribas said Monday that it intends to bid to boost its stake in Navigation Mixte to 66.7 %, from the 18.7 % it already owns. The purchase of the additional 48 % stake is expected to cost more than 11 billion francs ( $ 1.77 billion ).",0
But by far the most frequent tsunami-maker is the buckling of the seafloor caused by an undersea earthquake .,1
The backpack contained a social security number and other miscellaneous items .,0
"Player A can then choose whether to 'take' from Player B. If A takes, then Player B loses 50 points while A gains 30 points (thus theft is inefficient, and it is socially optimal to not steal; this part of the game is analogous to a unilateral Prisoner's Dilemma).",0
"The cabin was moved from its original site near Huxley , Iowa , as a project of the Ames Heritage Association .",0
"Yvonne Hiller , 43 , is charged with murder for the shooting deaths of two female co - workers in September 2010 .",1
"If we allow our biggest banks to continue to build on these unfair market advantages and the lower funding costs, we will head in the same direction.",1
"Ordinary warts on the hands and feet are caused by viruses , which only affect humans .",1
"It was the first time that Ritter, who arrived Thursday with some 50 inspectors for a tour likely to last over a week, had been allowed to carry out an inspection since Jan. 13. Then the Baghdad government stopped providing Ritter's team with escorts, making it impossible for him to enter any site.",0
"People with Alzheimer 's disease ( and other forms of dementia ) often develop problems with eating , due to difficulties in swallowing , reduced appetite or the inability to recognise food .",1
The device shown in the figure rotates .,0
"When I was about to become chairman of this committee in 2006, I was told by a wide range of people that our agenda should be that of further deregulating.",0
The DC-DC converter was manufactured in a 130nm bulk CMOS process .,0
Wladimir Klitschko stops Tony Thompson to retain world heavyweight titles,1
Tim Boyle (1846) checks a flask that contains the dried cathode precursor powder .,0
The disk and controller were in a box seven feet high and about 20 feet long and 3 feet wide .,0
The increase is caused by the absorption of UV radiation by the oxygen and ozone .,1
Scleroderma is a disease of the body ' s connective tissue that causes thickening and hardening of the skin .,1
Malaria is caused by infection with a parasite called Plasmodium that is transmitted by mosquitos .,1
He fumbled at his shirt and pulled out a wad of bank-notes tied with a string .,0
"The lid of the pink granite sarcophagus is decorated with Isis and Nephthys , which were meant to serve as guardians over the body .",0
The information presented here comes from a series of seasonal telephone surveys .,0
ALASKA - Shortly after 3 : 30 Tuesday morning someone called 911 to and reported a fire at the Matanuska Maid building in downtown Palmer .,1
""" Over the next couple of years we would not be surprised to see Europe and international { sales } represent 50 % of the company's revenues, "" he said. Mr. Swavely said the new space will allow Compaq to increase the manufacturing capacity of its plant in Erskine, Scotland.",0
"Thus previous scientific estimates had overstated the devastation caused by the asteroid , since topographic and ecologic factors contributing to the result had not been taken into account .",1
Colors: Each person in your group has a color.,0
"When the layers have separated , the lower layer drained into a beaker ; this phase is thrown away .",0
"So look out in your gardens for unexpected visitors , including waterbirds such as moorhen , water rail , and snipe , which struggle more than most to find food .",0
Both bacteria cause mortality in target species via a lethal septicaemia as a result of spore germination .,1
"Evidence suggests that friendships are impaired by social anxiety disorder (SAD) (Rodebaugh, 2009).",1
Footage Of Brooklyn Mother's Fatal Shooting Released During Trial,1
Waitrose Wellington fire : Man denies arson,1
"Despite these early successes, the mere fact that a ground campaign has begun almost guarantees that the Bush administration will face fresh problems growing out of the military situation.",1
"When there is no privately provided public good, subjects can cooperate only through paying taxes.",1
"It was the first time that the Senate Ethics Committee had voted to take action against a senator since 1995, when it recommended that Bob Packwood, an Oregon Republican, be expelled on the ground of sexual and official misconduct.",1
"On Saturday 8 June 2013 , at 8 : 39am police were called to a property in Newton Street where Mrs McMeekin and Miss Jenkin were tragically found dead with head injuries .",1
If all participants adopt the strategy of never using the bus then they will each receive an earning of £25.,1
Violence and corruption are spreading into this country .,0
"Santa Monica Chief Deputy City Attorney Terry White confirmed to the The Associated Press that Lohan has checked into an approved rehab facility . A source tells The Associated Press that the Liz & Dick star is now receiving treatment at the Betty Ford Center in Rancho Mirage , Calif . where she has spent time before .",1
The map was locked in a safe in her office .,0
"An English cloth business was developed in the fifteenth century , allowing the English also to become wealthier .",1
"American strategists are calculating, though, that the trade sanctions -- enforced by an effective though perhaps undeclared naval blockade -- will hold tightly enough to convince Iraq that it will lose in the long run by simply standing pat.",1
The disease was transmitted on to another patient by skin .,0
"Because we conjectured that the opportunity for punishing would have a larger impact if subjects could learn about the behaviour of other group members, we repeated the basic public goods gameÐwith and without punishment opportunity, depending on the treatmentÐfor six periods.",1
Today most of the world ' s unreached people live in the jungle of big cities and no longer in the real jungle .,0
It was a significant environmental hazard in the copper smelting process when the emissions were released into the atmosphere .,0
"(2) When first in the commitment matrices, choose one in the A matrix.",0
During the great fire of the aftershock in Tokyo in 1923 many Ginkgo trees survived while other trees died .,1
All p-values are calculated taking into account the lack of independence in the decisions of each subject (cluster robust standard errors).,0
"MFX colours are implemented at the design stage , where the designer creates artwork using the MetalFX colour palettes and actions .",0
"In a clock , the ' tick ' is produced by the action of the escapement .",1
The infection came from a wound .,1
"However, these regulations should not and cannot ensure that institutions will never fail.",1
A catamaran tiller having a grip is provided to permit tension to be applied to the tiller more easily .,0
"Hence, it is attractive not to purchase a TV-license, but if too many do so, the good may not be provided at all.",1
"Columbia announced the results after the close of the stock market. Its shares closed at $ 5.125 each in composite New York Stock Exchange trading, down 37.5 cents.",0
"The taste is from the ginseng , not alcohol .",1
"INS Sukanya intercepts pirate ships , arms seized Indian navy has foiled a piracy attempt on 5 Indian merchant vessels in international waters .",1
"Analysts noted that over the past 20 years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts.",0
"And if one does fail, we must ensure that taxpayers are not left holding the bag.",1
Williams was booked into county jail and later was released on bail .,1
The authors propose galaxy clusters as a tool for cosmology .,0
"However , the planning proposal has generated opposition from locals who have voiced fears over health issues .",1
"Of course, second graders also shift to A2 or B2 choices, and as soon as one player does so, the chances are high for retaliation on the part of the other.",1
(1) PPD training was given only in the RAN and TFT conditions.,0
Some charts are specific to a particular musical genre and most to a particular geographical location .,0
The old man fixed the children with a firm stare .,0
"Due to this base rate, no conclusive verdict for a no-play option facilitation effect at high base rates can be drawn.",0
Police said 12 people were injured in the riots .,1
"In 1992, only 1,070 abortions were performed after the 25 th week",0
This finding is consistent with publicly-traded firms making relatively larger investments in environmental performance to assuage the concerns of investors.,1
"Having said that, various features of our design work to inhibit the importance of an experimenter demand effect, including not using a senior PI as the experiment administrator and limiting social interactions between subjects and the administrator to those required to conduct the experiment.",0
"Three people , one of them a pregnant woman , were killed when Greeks protesting against government austerity measures threw petrol bombs at a bank in Athens on Wednesday . Tens of thousands of striking workers and civil servants took to the streets and masked youths clashed with police in riot gear , who responded with steady rounds of tear gas and flash bombs which clouded the city centre .",1
From time to time a drove of goats or donkeys passed by on its way to the Jardin du Luxembourg .,0
"For a mathematician of Minkowski ' s stature there was little glory to be had in dotting the i ' s on the theory discovered by a mathematically unsophisticated , unknown , unchaired youngster .",0
Mechanical faults caused delays and cancellations on Wellington ' s suburban train services this morning .,1
"Comeaux , 49 , was in a wheelchair Nov . 30 when he pulled a gun on two guards and fired it during a transfer from a prison unit in Huntsville to one in Beaumont . The guards , who were unharmed , were forced to drive to the Baytown area , where Comeaux took their weapons , handcuffed them together and ran away .",1
Their success comes from their ability to quickly answer a growing surge of mid-size customer demands -- demands that *always* focus around ease of implementation and ease of administration/use .,1
The former prime minister ' s daughter made numerous offensive comments about a French mixed-race tennis player .,0
"""The outage initially affected all SEACOM traffic to Europe , however SEACOM was able to restore some services by Saturday afternoon . """,1
The four men are being dragged into the criminal underworld .,0
"The outbreak resulted in 256 deaths and 3 , 402 injuries .",1
"It ' s not unlike an archeological dig through an attic , choking from laughter rather than dust , as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist .",1
The circuits are arranged in logic gates so that one or more of the circuits may control the state of one or more of the other circuits .,1
A small charm of seven goldfinches bounced in front of the bus .,0
"Arcade Joseph Comeaux Jr , Prison Inmate , Pulls Gun On And Handcuffs Guards , Runs Away",1
A few space probes have been placed into orbit around other bodies .,0
"The Iraqi leader, in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations, announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon.",0
"A situation in which the Federal Reserve is available and is under pressure to provide funding, but does not have the ability to act well before that time to diminish the need for that and to oppose conditions, that is unacceptable.",0
"When the objective incentives remain identical, these studies showed that framing the dilemma in terms of ""taking from"" instead of ""contributing to"" increases cooperation (Brewer and Kramer, 1986).",1
"The general strike was staged as a protest against a new round of draconian austerity measures . Also in the capital , a large group of people attempted to break through a riot police cordon guarding the parliament building .",1
'It sounds like a war zone' : Chaos in Brooklyn as 100 teenagers 'riot' on the streets following vigil of 16 - year - old who was shot dead by NYPD plainclothes cops,1
My soda came in a can .,0
"Aetna Life amp Casualty Co.'s third-quarter net income fell 22 % to $ 182.6 million, or $ 1.63 a share, reflecting the damages from Hurricane Hugo and lower results for some of the company's major divisions. Catastrophe losses reduced Aetna's net income by $ 50 million, including $ 36 million from Hugo.",0
Ambiguity arises when a decision-maker finds it difficult or impossible to assign a subjective probability to an event.,1
"Philadelphia 76ers Fire Coach Jim O'Brien , Hire Maurice Cheeks",1
Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses .,1
"Wladimir Klitschko stopped Tony Thompson in the sixth round to keep a comfortable hold on his WBA , IBF and WBO heavyweight titles Saturday night . The 36 - year - old champion Klitschko , 58 - 3 with 51 knockouts , floored Thompson with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered .",0
"Hence, in the opportunity cost effect we have a strict ranking whereby the individual game generates superior replacement players to the group game, and the group game to no information.",0
"""A man suspected of shooting three people , killing one , at an accounting firm where was fired last week was arrested after a high - speed chase a few hours after the Monday morning attack , authorities said .",1
The Indians drink so much maize liquor that it makes them drunk .,0
"The eruption resulted in massive lahar flows (a mixture of ash , lava , rock and water) , primarily in the Rio Montana and Marker watersheds .",1
SEACOM cable problems may only be resolved next week Initial estimates indicate that the total SEACOM repair time will be around twelve days,1
"Also , Kulap was beneath a tropical upper tropospheric trough ( TUTT cell ) that caused subsidence .",1
"The timer of the device automatically eliminates wasted ""standby power"" consumption by automatically turn off electronics plugged into the ""auto off"" outlets .",0
"Nonetheless, we feel that it is worthwhile showing that the extra step of instrumenting for received messages does not affect our main conclusion: there is a causal relationship between receiving an explicit threat and cheating on collusive agreements.",1
"Many joined the armada of sailing ships which sailed from Belfast , Dublin , Cork , Holyhead , Liverpool and Glasgow , all bound for the New World .",0
"The transfer was poorly received by some fans , owing to a number of technical and format changes that were viewed as detrimental to the show 's presentation ; various scenes were heavily cropped to fit the 16:9 format , and shots were altered to have a brighter look , often with color levels altered .",1
"But tremors are likely in the junk-bond market, which has helped to finance the takeover boom of recent years.",1
A MAN was last night being quizzed by cops over the double murders of his mum and sister .,1
"Throughout his writing career , all of his novels have concerned fictional secret agents .",0
"A 5 . 9 magnitude earthquake has leveled seven villages in Iran's southern area , killing 10 persons and wounding other 70 , Iranian officials were quoted by AP as saying .",1
"Fog , rain , darkness , and or blowing snow lead to disorientation .",1
"Yet on the whole , given the constraints of sticking so closely to the original book , the developer has crafted a thoroughly pleasing puzzle adventure .",1
The tumorous tissue was sealed in Pyrex glass tubes with a gas-oxygen flame and frozen by the procedure described previously .,0
Deputy Ortiz was shot to death outside an apartment in the 12000 block of East 223rd Street .,1
"Merieux previously said it would ensure its bid remained open pending a final decision by Canadian regulators on whether to approve the takeover. The Canadian government previously said Merieux's bid didn't offer enough "" net benefit "" to Canada to be approved, and gave Merieux an until mid-November to submit additional information.",0
"It is not too soon, however, to think about steps that might be taken to reduce the incidence and severity of future financial crises.",1
"It's clear from recent events that many expected synergies of financial service activities, whatever benefits that they gave during times of economic prosperity, gave rise to conflicts and excessive risk taking.",1
It ' s basically a trashy pseudo-18th-century novel written by a American historian at Harvard .,0
"A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . """,0
A copy was sent to your e-mail address .,0
Billions have sunk into devastating companies .,0
"The glass dome from the beginning of the century is gorgeous , prices are reasonable , and the waiters provide a show worth watching .",0
Significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable shrinkage after cooling .,1
"According to the filing, Hewlett - Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. That accord also called for Hewlett - Packard to buy 730,070 Octel shares in the open market within 18 months.",0
The phone went into the washer .,0
The paired optic lobes of teleost fish are connected by two commissures .,0
Behavior in the experiment will support the hypothesis that moral opinions are conditional on the behavior of others if subjects report personal normative beliefs increasing in the average contribution level of group members.,1
"Last week's escapee from the Texas prison system is still at large and is now on the U . S . Marshal Service's ""Most Wanted"" list of fugitives .",1
"I liked how his D cells were in a box behind the counter , with no prices on them , as if they were contraband or moonshine .",0
He dropped the instilled water into the study eye .,0
"The brain , to paraphrase Dr . Gazzaniga , is a confederation of various modules capped by the ""normally dominant computational systems"" of the left brain , that has the ""capacity to interpret our multiple self . """,0
"After successful completion of the comprehensives , the candidate writes a dissertation proposal .",0
"Two days later , the salt water fish was put into a fresh water pound .",0
"Brooklyn riot over teen's death : 16 - year - old shot by cops did not have a gun , says witness",1
"Jim Unruh, Unisys's president, said he is approaching next year with caution. He said the strength of the world-wide economy is suspect, and doesn't see much revenue growth in the cards.",0
"The public-goods literature finds that as groups increase in size individuals become more hesitant to cooperate and less able to coordinate actions (Franzen, 1995;Knez & Camerer, 1994).",1
"Approval from mainland Chinese authorities was sought , and the chartered flight departed Taipei at 17:00 CST , May 15 and arrived in Chengdu by 20:30 CST .",0
"At a public hearing on the Islamic Saudi Academy's application, the split in county opinion was obvious, supporters of the academy, including Ann Robinson, said the Saudis were just providing a service and it was unfair to penalize children.",0
"During the rule of the Stuarts , England fought the English Civil War , which resulted in the execution of King Charles I ( 1649 ) and the establishment of a series of republican governments , first a Parliamentary republic known as the Commonwealth of England ( 1649-1653 ) , then a military dictatorship under Oliver Cromwell known as The Protectorate ( 1653-1659 ) .",1
"The 36 - year - old , who had been living in Melbourne , slipped and fell approximately 200 metres down a steep ice gully as he was approaching the Tasman Saddle Hut , police said .",1
Major fire at supermarket FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington .,1
South Africa : P2P Control Helps Overcome Undersea Cable Outage,1
The US marines have landed into the port this morning .,0
Pancreatitis is an inflammation of the pancreas caused by a malfunction involving the digestive enzymes that the pancreas makes .,1
Wladimir Klitschko retains titles stopping Thompson in six rounds,1
A month of snowy sundays in January had an adverse impact on Prospect ' s finances .,0
"As a general rule , chapters later in the book are designed to be studied after earlier ones .",0
This unpredicted interaction may have happened due to collectiveness created by the community title.,1
Licenses and Permits are revenues from the selling of vendor and dog licenses and other items .,1
"Frustrations , threats , and conflicts cause stress .",1
The materials were produced by mixing the constituents and processing them through a press/sinter cycle to produce a consolidated material .,0
"By May 1943 , as Allied counter-measures became increasingly effective , the resulting sizeable German submarine losses forced a temporary halt of the German Atlantic naval campaign .",1
"Furthermore , officials used other methods of silencing : riot police officers broke up protests by parents ; the authorities set up cordons around the schools ; and officials ordered the Chinese news media to stop reporting on school collapses .",0
"The yeast ' s manufacturer , Lesaffre Yeast Corp . of Milwaukee , did not return calls seeking comment .",0
"The newsletter of the center informs about new exhibitions , congresses , seminars and conferences .",0
But not every run of the experiment produced the desired state - a very large number of failed tries accompanied each successful creation .,1
A shirtless farmer toils to plow the soil with a hand-cultivator while his wife quietly follows with seeds for the freshly turned earth .,0
This view from the inside is from the bridge that spans Atherton Street .,0
"The kids took the bus to school before , so don ' t start taking them now that you have more free time .",0
"Once he realized that Paribas's intentions weren't friendly, he said, but before the bid was launched, he sought approval to boost his Paribas stake above 10 %.",0
"Besieged by questions , the girl started a blog to defend herself , and to capitalise on her newfound fame .",0
"Due to the missing information on individual evasion of other group members, there is no potential for a contagion effect in the baseline treatment.",1
In addition to my passionate work with this firm and other moustache related activities I work as a policeman in Trondheim police department .,0
"Meanwhile , local Internet Service Providers ( ISPs ) who use bandwidth on the SEACOM cable have been scrambling to implement contingency plans to keep their customers connected"" .",1
""" We should not be seeing any more, "" said Bill Rash, Intel's director for the 486 chip. What's more, the bugs only emerge on esoteric applications such as computer-aided design and scientific calculations, he said, and then very seldom.",0
The system works using a spring loaded Trem arm which when turned raises or lowers itself from a nut in the steel backplate .,0
"DR6 is highly expressed in the human brain regions most affected by Alzheimer 's , so it is possible that the N-APP/DR6 pathway might be hijacked in the ageing brain to cause damage .",1
"He said the blood was drawn well after Williams' arrest , meaning he could have been intoxicated when when officers pulled him over for speeding in his 2008 Bentley . City Attorney spokeswoman Gina Coburn told the Union - Tribune the case remains under review and is being investigated further .",1
"Hernandez was kidnapped from his small, neighborhood store in the town of Trujillo Alto at 10 p.m. Wednesday, police said. His kidnappers demanded a ransom of dlrs 1 million, but negotiations broke off at noon Thursday.",0
"Cineplex Odeon Corp. directors said the company's chairman and chief executive, Garth Drabinsky, is considering bidding 780.6 million Canadian dollars ( US $ 666 million ) to acquire the company. The board said Mr. Drabinsky and Vice Chairman Myron Gottlieb are negotiating financing before offering C $ 16.40 a share to acquire all of Cineplex's shares outstanding.",0
"Secretary Paulson, Chairman Bernanke, listening to your response to the chairman about timing, since last August of course all of us have examined and watched market failure occurring in various and sundry areas growing from subprime failure in August to what we call now a credit crisis.",0
"Fired Accountant Goes on Shooting Spree A fired accountant bought a shotgun the day after he lost his job , then returned to the office the following week and opened fire on his bosses , wounding both and killing a receptionist , the Associated Press reported .",1
Even the hinges of the refrigerator are hidden to provide a clean edged look .,0
The fire has destroyed a large section of the store and fire crews and investigators are still on the scene .,1
A dog loose on the carriageway caused a five-vehicle crash on the M25 on Wednesday morning .,1
"Analysts were predicting 1990 BellSouth earnings in the range of $ 3.90 a share, or $ 1.9 billion, but now those estimates are being scaled back.",0
"To do this, we will need to give our regulators additional emergency authority to limit temporary disruptions.",1
"In particular , we work on devices that take the signal that is carried in a beam of light going through an optical fiber and transfer that signal to another beam of light going through the same fiber .",0
"""MenuActivate"" occurs when the user accesses the menu with the keyboard or mouse .",0
"Four men rammed their car into an upmarket jewellery store in central Paris on Monday , smashing the shop window and making off with a €2 million ( $2 . 6 - million ) booty , a police source said . The heist near the upscale Place Vendôme is the latest to hit France after a spate of high - profile robberies in the southern resort of Cannes .",1
The thermostat of the refrigerator is fitted on the aluminium evaporator surface .,0
"Sometimes the blockage comes from fear , as for a CEO who hates public speaking but must give frequent speeches .",1
"Both are charged with murder , with Lopez standing accused of letting off 13 shots in Horton's death . One of the two Mothers with Horton that day testified at the trial .",1
DISCUSSION Our hypotheses were all confirmed.,0
"It is the product of an evolutionary game in which intragroup cooperation enhances one's reputation within the group (Yamagishi & Mifune, 2008).",1
"Priority must be given to efforts to combat insecurity and thus poverty , major cause of violence most often experienced by poorest .",1
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,0
Public debate swirls over the purpose and goals of science .,0
Carrasquillo allegedly ordered Lopez to shoot . Lopez's sentence date is May 7 .,0
New Zealand : British Climber Killed In Fall,1
"Protesters from several Catholic communities crowded into Portadown's Catholic Garvaghy Road to hear speakers demand negotiations with Orange Order leaders, and pledge to participate in each others ' road-blocking protests this summer. Riot police in armored cars, shields and helmets prevented a few hundred Protestants, many waving British and Ulster flags, from interfering with the Catholics as they marched within Portadown's few Catholic streets.",0
It is a scrawl by an artist to portray that which cannot be portrayed even on a canvas as big and large as the heavens .,0
"As governor, I'll make sure that every kid in New York has the same opportunity I had, to get a good education.""",1
"In 1948 , Korea was divided into North and South Korea , each claiming to be the legal representative of the Koreans , which led to the Korean War in 1950 .",1
There was no decision on a meeting.,0
"The stage was in the cellar , and all the lights in the shop were out; groans rose from a trap-door .",0
"The resulting conflict caused the destruction of the town , and The Conqueror , Wisecrack , Jackdaw and most of the citizens of the town were transported to a demon-dimension .",1
"Lawyer : Lindsay Lohan checks into California rehab Lindsay Lohan ’ s attorney said Thursday the actress checked into a California rehab facility , but a state official said it is unlicensed to perform the type of restrictive in - patient treatment a judge required the actress to receive in a misdemeanor driving case .",1
The latest period includes gains of $ 9.1 million from early retirement of debt and tax loss carry-forward.,0
"The generals were used to fighting wars without these , so they ordered their armies to attack in the old style of marching in rows - allowing the enemy to shoot them down easily .",1
"Rewards totaling $30 , 000 are offered for information leading to Texas prison escapee Arcade Joseph Comeaux Jr . Department of Corrections spokeswoman Michelle Lyons said Thursday that the convicted sex offender was still on the run .",1
"However, its equity in the net income of National Steel declined to $ 6.3 million from $ 10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike.",1
The ride-on boat tiller was developed by engineers Arnold S . Juliano and Dr . Eulito U . Bautista .,0
"Lindsay Lohan has left the Betty Ford Center and is moving to a rehab facility in Malibu , Calif . , Access Hollywood has confirmed . A spokesperson for The Los Angeles Superior Court confirmed to Access that a judge signed an order yesterday allowing the transfer to Cliffside , where she will continue with her 90 - day court - mandated rehab .",0
Many of these deaths were caused by war crimes committed by German and Japanese forces in occupied territories .,1
But even continued military success carries political and diplomatic risks for President Bush and the U.S.,1
"Longer cycles allow a better identification of strategies, so as cycle duration increases a larger strategy set is needed to fit a given number of observations.",1
"Lindsay Lohan checks into rehab to begin 90 - day stint , lawyer says Lindsay Lohan has checked into a rehab facility to begin a 90 - day court - ordered stint , handed down as part of a sentence for a 2012 car crash case .",0
"Strawberry tea tastes almost as delicious as the berry itself , with a mild and fruity flavor .",0
Our country is resolving the war and poverty caused by the previous administration .,1
Charged with Murdering Sheriff ’ s Deputy District Attorney Steve Cooley announced today that capital murder charges were filed against a Hawaiian Gardens gang member accused of gunning down Deputy Luis Gerardo ( Jerry ) Ortiz a month ago .,1
She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these .,1
"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle. He attributed the unusually high volume to broad-based selling on fears that the Thatcher government may be in turmoil and Britain's Labor Party positioned to regain control of the government and renew efforts at nationalization.",0
The research has been published in a paper by the Scottish Records Association .,0
A city nightclub has had an ambitious expansion plan blocked over concerns about unruly behaviour from drunken revellers .,1
"Mr Jenkin , of Newton Street , Millom , who arrested an hour after the bodies were discovered in a distressed state , has also been charged with animal cruelty .",1
The observatory has used a 45-meter cosmic radio emission telescope to make a number of important contributions .,0
"Thus, if the default effect is partly explained by information conveyance, we expect to find it less pronounced when the default contribution can be a randomly drawn number over the support of choices in the game.",1
A jury has handed down a guilty verdict for one of the two men accused of murdering a Brownsville mother of 12 .,1
Support for Result 1 can be found in Tables 1 and 2 and Figures 1 and 2 (all numbers in tables and figures are in shanks).,0
